age,annual_income,spending_score,work_experience,family_size,profession_doctor,profession_engineer,profession_entertainment,profession_executive,profession_healthcare,profession_homemaker,profession_lawyer,profession_marketing
83,0.621716656,0.26,0.058823529,0.5,0,1,0,0,0,0,0,0
13,0.681124785,0.36,0.352941176,0.625,0,0,0,0,0,0,0,0
46,0.329666165,0.64,0.470588235,0.625,0,0,1,0,0,0,0,0
25,0.272142504,0.17,0.235294118,0.625,0,0,0,0,1,0,0,0
4,0.562266415,0.49,0.411764706,0.5,0,0,0,0,0,0,0,0
64,0.489540674,0.67,0,0.125,0,0,0,0,0,0,1,0
84,0.758777517,0.71,0.058823529,0.375,1,0,0,0,0,0,0,0
12,0.533694084,0.9,0,0.125,0,0,0,0,0,0,0,0
56,0.903070947,0.78,0,0.125,0,1,0,0,0,0,0,0
58,0.823091581,0.6,0.470588235,0,0,0,1,0,0,0,0,0
0,0.757524714,0.22,0.058823529,0.75,0,0,0,0,0,0,0,1
25,0.560966237,0.84,0.058823529,0.25,0,1,0,0,0,0,0,0
28,0.910698306,0.25,0.529411765,0.625,0,0,0,0,1,0,0,0
78,0.285575921,0.29,0,0.5,0,1,0,0,0,0,0,0
56,0.550601661,0.57,0.352941176,0.25,0,0,1,0,0,0,0,0
91,0.26450988,0.54,0,0.125,0,0,0,0,0,0,0,0
77,0.490814533,0.84,0,0.75,0,0,1,0,0,0,0,0
83,0.825581395,0.38,0.176470588,0.75,0,0,0,0,0,0,0,0
64,0.375340836,0.39,0.529411765,0.125,0,0,0,0,0,0,0,0
19,0.45256193,0.73,0,0.625,0,0,1,0,0,0,0,0
94,0.990172339,0.52,0.588235294,0.125,0,1,0,0,0,0,0,0
19,0.433390885,0.35,0.058823529,0.125,0,0,0,0,0,0,0,1
84,0.658068999,0.25,0.058823529,0.75,0,0,1,0,0,0,0,0
10,0.783833577,0.1,0.117647059,0.25,0,0,0,0,1,0,0,0
19,0.306447198,0.7,0,0,0,0,0,0,0,0,0,0
74,0.402797225,0.29,0.411764706,0.375,0,1,0,0,0,0,0,0
95,0.61989009,0.42,0.058823529,0.125,0,0,0,0,0,0,0,0
34,0.606314548,0.93,0.058823529,0.375,0,0,0,0,0,1,0,0
30,0.285570657,0.07,0.117647059,0.625,0,0,0,0,0,0,0,0
53,0.592344216,0.24,0.117647059,0.625,0,0,1,0,0,0,0,0
67,0.565387895,0.02,0.058823529,0.625,0,0,0,0,0,0,0,0
23,0.446340025,0.23,0.529411765,0.625,0,0,0,0,0,1,0,0
25,0.352427174,0.79,0.058823529,0.125,0,0,1,0,0,0,0,0
84,0.80782107,0.11,0.058823529,0.375,0,0,0,0,0,0,1,0
1,0.938096792,0.17,0.058823529,0.75,0,0,0,0,0,0,0,0
70,0.800472696,0.42,0.235294118,0.375,0,0,1,0,0,0,0,0
56,0.69935886,0.17,0.411764706,0.125,0,0,0,0,1,0,0,0
0,0.777574826,0.86,0.058823529,0.75,0,0,0,0,0,0,1,0
91,0.910203502,0.29,0.529411765,0,1,0,0,0,0,0,0,0
81,0.782180719,0.29,0.176470588,0.5,0,0,1,0,0,0,0,0
33,0.326286755,0.77,0,0,0,0,0,1,0,0,0,0
75,0.481413246,0.13,0.058823529,0.375,0,0,0,0,0,0,0,0
11,0.875103962,0.84,0.058823529,0.125,0,0,0,1,0,0,0,0
61,0.739659111,0.5,0,0.25,0,0,0,0,0,0,0,0
81,0.780148862,0.36,0.294117647,0.75,0,0,0,0,0,0,0,0
62,0.70442271,0.78,0,0.375,0,0,0,0,0,0,0,1
44,0.923410572,0.32,0.235294118,0.5,0,0,0,0,0,0,0,0
67,0.639708592,0.92,0.470588235,0.375,0,0,0,0,1,0,0,0
30,0.996815354,0.69,0,0.25,0,0,0,0,1,0,0,0
92,0.425363471,0.26,0.058823529,0,0,0,0,0,0,0,0,0
25,0.302857233,0.84,0.058823529,0.75,0,0,1,0,0,0,0,0
61,0.860691463,0.51,0,0.375,0,0,0,0,1,0,0,0
72,0.399444134,0.57,0,0.75,0,0,0,1,0,0,0,0
89,0.830424163,0.52,0.058823529,0.625,0,0,0,0,0,0,0,0
37,0.972833125,0.44,0,0.125,0,0,0,1,0,0,0,0
59,0.985676987,0.51,0.470588235,0.75,0,0,0,1,0,0,0,0
41,0.4301536,0.36,0.058823529,0.25,0,0,1,0,0,0,0,0
60,0.789681746,0.37,0.058823529,0.125,1,0,0,0,0,0,0,0
81,0.281364818,0.73,0.058823529,0.625,0,0,1,0,0,0,0,0
85,0.793608599,0.42,0.470588235,0.125,0,0,0,0,0,1,0,0
91,0.813037574,0.71,0,0.75,0,0,0,0,0,0,0,0
65,0.298182909,0.12,0.352941176,0.375,1,0,0,0,0,0,0,0
19,0.618384621,0.48,0.352941176,0.75,0,0,0,0,1,0,0,0
78,0.419410025,0.09,0.588235294,0.75,0,0,0,0,0,0,0,0
0,0.614605156,0.28,0.411764706,0.25,0,0,0,0,0,0,0,1
26,0.951193321,0.21,0.352941176,0,0,0,1,0,0,0,0,0
2,0.645867329,1,0.470588235,0,0,0,1,0,0,0,0,0
60,0.89141672,0.55,0.411764706,0.125,0,0,0,0,1,0,0,0
67,0.490467117,0.25,0.235294118,0,0,0,0,0,0,0,0,0
4,0.399280954,0.4,0.235294118,0.5,0,0,0,0,0,1,0,0
7,0.628307031,0.58,0.470588235,0,0,1,0,0,0,0,0,0
28,0.429242949,0.36,0.235294118,0.75,0,0,0,0,0,0,0,0
67,0.354638003,0.75,0,0.75,0,0,0,0,0,0,0,0
30,0.577463232,0.61,0.058823529,0,0,0,0,1,0,0,0,0
38,0.877472707,0.39,0.764705882,0.375,0,0,0,0,0,0,0,1
40,0.657890027,0.34,0.058823529,0.75,0,1,0,0,0,0,0,0
6,0.772610989,0.83,0.058823529,0.75,0,0,0,0,0,0,1,0
3,0.776674703,0.45,0.235294118,0.5,0,0,0,1,0,0,0,0
51,0.619137356,0.6,0.411764706,0.625,0,0,0,0,1,0,0,0
63,0.44927727,0.57,0,0.125,0,0,0,0,1,0,0,0
65,0.918188805,0.08,0,0.75,0,0,0,0,0,0,0,0
44,0.372614147,0.68,0.058823529,0.25,1,0,0,0,0,0,0,0
90,0.397280681,0.63,0,0.75,0,0,0,0,1,0,0,0
76,0.474180677,0.49,0.058823529,0.625,0,0,0,0,1,0,0,0
62,0.975859855,0.54,0,0.125,0,0,0,0,1,0,0,0
5,0.884910567,0.69,0.823529412,0.625,1,0,0,0,0,0,0,0
67,0.971859307,0.38,0.705882353,0.125,0,0,0,0,0,0,0,0
38,0.929342963,0.45,0.470588235,0,0,0,0,0,1,0,0,0
31,0.402276101,0.21,0.529411765,0.75,0,0,0,0,1,0,0,0
2,0.864581469,0.51,0.529411765,0.25,0,0,1,0,0,0,0,0
82,0.574752335,0.38,0.294117647,0.75,0,0,0,0,0,0,1,0
66,0.699837873,0.26,0.235294118,0,0,0,0,0,1,0,0,0
75,0.866423826,0.32,0.470588235,0,0,0,0,0,1,0,0,0
69,0.982529188,0.32,0.411764706,0.125,0,0,0,0,0,0,0,0
62,0.588812153,0.86,0.352941176,0,0,0,0,0,1,0,0,0
0,0.641803615,0.41,0.411764706,0,0,0,0,0,0,0,1,0
11,0.752981987,0.42,0.058823529,0.25,0,0,0,1,0,0,0,0
22,0.693505427,0.23,0.058823529,0.25,0,0,0,0,0,0,0,0
76,0.751687073,0.23,0,0,0,0,0,0,0,0,1,0
85,0.75127649,0.46,0,0.625,0,1,0,0,0,0,0,0
21,0.816695969,0.16,0.823529412,0.25,0,0,0,0,0,0,0,1
64,0.808568541,0.48,0.058823529,0.375,0,0,0,0,1,0,0,0
94,0.759009128,0.34,0,0.25,0,0,0,0,1,0,0,0
83,0.916751766,0.22,0.235294118,0.375,0,0,0,0,0,0,1,0
93,0.38764252,0.5,0,0.25,0,0,0,0,0,0,0,1
12,0.896538474,0.46,0.470588235,0.75,0,0,0,0,0,0,0,0
0,0.74405445,0.1,0,0.125,0,1,0,0,0,0,0,0
79,0.881231116,0.09,0.705882353,0.5,0,0,0,0,0,0,0,1
90,0.306826197,0.49,0.294117647,0.625,0,0,0,0,0,0,0,0
45,0.420062745,0.77,0,0.125,1,0,0,0,0,0,0,0
82,0.769147357,0.52,0.470588235,0.75,0,0,0,0,0,0,0,1
57,0.301814985,0.14,0.058823529,0.375,0,0,0,0,1,0,0,0
43,0.597844968,0.06,0.058823529,0.125,0,0,1,0,0,0,0,0
63,0.645656774,0.65,0.352941176,0.125,0,1,0,0,0,0,0,0
62,0.799246213,0.13,0,0.625,0,0,0,0,0,0,0,0
43,0.97855496,0.8,0.529411765,0.375,0,0,0,0,0,1,0,0
34,0.494957205,0.98,0.058823529,0.375,0,0,0,0,1,0,0,0
30,0.827955404,0.22,0.117647059,0.125,0,0,0,0,0,0,0,0
97,0.92642151,0.42,0.588235294,0.375,0,0,1,0,0,0,0,0
68,0.5369998,0.37,0,0.375,0,0,0,0,0,0,0,0
16,0.410066641,0.67,0.058823529,0.125,0,0,0,0,0,0,0,0
15,0.427100551,0.86,0.529411765,0.75,0,0,0,0,1,0,0,0
25,0.675134492,0.48,0,0.125,0,0,0,1,0,0,0,0
29,0.328860791,0.24,0.352941176,0.375,0,0,0,0,0,0,0,0
85,0.436133366,0.75,0.352941176,0.375,0,0,0,0,0,0,0,0
30,0.312063756,0.38,0.411764706,0.75,1,0,0,0,0,0,0,0
13,0.745259878,0.92,0,0.375,0,0,0,0,1,0,0,0
88,0.902028699,0.9,0.352941176,0.375,0,0,0,1,0,0,0,0
5,0.412024803,0.65,0.529411765,0.125,0,0,0,0,0,0,0,0
95,0.40345521,0.61,0,0,0,0,0,0,0,0,0,0
92,0.412203775,0.66,0.294117647,0.125,0,0,0,1,0,0,0,0
63,0.415693727,0.89,0.058823529,0.125,0,1,0,0,0,0,0,0
75,0.344931412,0.73,0.058823529,0.5,0,0,0,0,0,0,0,1
67,0.495852064,0.71,0.294117647,0.75,0,0,0,0,0,0,0,0
58,0.714334593,0.48,0.470588235,0.75,0,1,0,0,0,0,0,0
52,0.68732037,0.31,0.470588235,0.25,0,0,1,0,0,0,0,0
85,0.801704444,0.68,0.058823529,0.5,0,0,0,0,0,0,0,0
31,0.76106204,0.89,0.058823529,0,1,0,0,0,0,0,0,0
84,0.491056671,0.6,0.588235294,0.625,0,0,0,0,0,0,0,0
93,0.464231948,0.03,0.588235294,0.125,0,0,0,0,0,0,0,1
18,0.328265973,0.81,0.411764706,0.25,0,0,0,0,0,0,1,0
73,0.391369345,0.39,0.588235294,0,0,0,0,0,0,0,1,0
3,0.758540642,0.42,0.470588235,0.75,0,0,0,0,1,0,0,0
1,0.397517555,0.17,0.411764706,0.25,0,0,0,0,0,0,1,0
53,0.847379115,0.62,0.235294118,0.125,1,0,0,0,0,0,0,0
75,0.541674124,0.28,0.411764706,0.625,0,0,0,0,0,0,0,0
15,0.918552012,0.37,0.529411765,0.75,0,0,0,0,0,0,0,0
47,0.829908303,0.57,0.352941176,0.625,0,0,0,0,1,0,0,0
66,0.623164222,0.08,0.588235294,0.25,0,0,0,0,1,0,0,0
17,0.613047049,1,0.470588235,0.375,0,0,0,0,0,0,0,0
1,0.848600335,0.14,0.529411765,0.625,0,0,0,0,0,0,0,0
16,0.908550644,0.5,0.235294118,0.625,0,0,0,0,0,0,0,1
52,0.880194132,0.94,0.470588235,0.75,0,0,0,0,0,1,0,0
21,0.366597534,0.19,0.294117647,0,0,0,0,0,0,0,0,0
19,0.63279712,0.46,0.411764706,0.125,0,0,0,0,0,1,0,0
29,0.949608894,0.23,0.411764706,0.625,0,1,0,0,0,0,0,0
40,0.598708244,0.93,0.294117647,0.75,0,0,0,0,0,0,0,0
76,0.588064683,0.41,0.058823529,0.125,0,0,0,0,1,0,0,0
91,0.330613663,0.2,0,0.375,0,1,0,0,0,0,0,0
24,0.355743418,0.13,0.058823529,0.25,0,0,0,0,0,0,0,0
4,0.508190595,0.6,0.529411765,0,0,0,0,0,0,0,0,0
90,0.471996168,0.69,0,0.125,0,0,0,0,0,0,0,0
56,0.521018666,0.65,0,0,0,1,0,0,0,0,0,0
14,0.657974249,0.17,0.058823529,0.25,0,0,0,0,0,0,1,0
52,0.995351996,0.12,0,0.625,0,0,0,0,0,0,0,0
14,0.809805552,0.03,0.058823529,0.25,0,0,0,0,0,0,0,0
30,0.559623949,0.16,0,0.75,0,0,0,0,0,0,0,0
70,0.331103204,0.6,0.470588235,0.5,0,0,0,0,0,0,0,0
14,0.787570931,0.78,0.235294118,0.625,0,0,0,0,1,0,0,0
95,0.379357175,0.97,0,0.625,0,0,0,0,1,0,0,0
25,0.428305979,0.87,0,0.25,0,0,0,0,0,0,0,0
95,0.624164359,0.1,0.058823529,0.25,0,0,1,0,0,0,0,0
12,0.433648815,0.97,0.058823529,0.25,0,0,0,1,0,0,0,0
82,0.604166886,0.55,0.588235294,0.25,0,0,1,0,0,0,0,0
2,0.766404876,0.81,0.058823529,0.625,0,0,0,0,0,0,0,0
51,0.85312727,0.86,0.058823529,0,0,1,0,0,0,0,0,0
63,0.909977155,0.11,0,0.75,0,0,0,0,1,0,0,0
30,0.958878583,0.06,0.058823529,0.25,0,0,0,0,0,0,0,0
68,0.376193584,0.81,0.294117647,0.75,0,0,0,0,0,0,0,0
21,0.450419531,0.01,0,0.625,0,0,0,0,1,0,0,0
99,0.29925674,0.72,0.352941176,0.25,0,0,1,0,0,0,0,0
0,0.614726226,0.73,0.529411765,0.5,0,0,0,0,0,0,0,0
80,0.356790929,0.01,0.235294118,0.375,0,0,1,0,0,0,0,0
51,0.369271585,0.29,0,0.125,0,0,0,0,1,0,0,0
18,0.978349669,0.82,0.176470588,0.625,0,0,0,0,0,0,0,0
43,0.855880278,0.17,0.176470588,0.25,0,0,0,0,0,0,0,0
29,0.421626117,0.54,0.588235294,0.625,0,0,0,0,0,0,1,0
20,0.972769958,0.08,0.058823529,0,0,0,0,0,0,0,1,0
39,0.310084538,0.37,0.352941176,0.625,0,0,0,0,0,0,0,0
9,0.768584122,0.69,0.529411765,0.5,0,0,0,0,0,0,0,1
45,0.711539474,0.39,0.529411765,0.375,0,0,0,0,0,0,0,0
65,0.601366503,0.64,0,0,0,0,0,0,0,0,0,0
64,0.827518503,0.52,0,0.375,0,0,0,0,1,0,0,0
81,0.678166486,0.23,0.294117647,0.375,0,0,1,0,0,0,0,0
54,0.269331593,0.24,0,0.75,0,0,1,0,0,0,0,0
32,0.684925306,0.36,0,0.375,0,0,0,0,0,0,0,0
29,0.458031099,0.71,0.647058824,0.375,1,0,0,0,0,0,0,0
25,0.586285492,0.93,0,0.125,0,0,0,0,0,0,0,0
5,0.440607662,0.82,0.058823529,0,0,0,1,0,0,0,0,0
55,0.476686283,0.49,0.470588235,0.125,0,0,0,0,1,0,0,0
12,0.986150736,0.14,0.352941176,0.25,0,0,0,0,1,0,0,0
81,0.585206397,0.48,0.529411765,0.625,0,0,1,0,0,0,0,0
87,0.339314854,0.63,0.235294118,0.375,0,1,0,0,0,0,0,0
12,0.577015802,0.97,0.411764706,0.25,0,0,0,0,0,0,0,0
91,0.996752187,0.04,0.411764706,0,0,0,0,0,0,0,1,0
63,0.636692389,0.79,0.352941176,0,0,0,0,0,0,0,0,0
97,0.889058503,0.54,0.470588235,0.75,0,0,0,0,0,1,0,0
89,0.686572899,0.52,0.352941176,0.25,0,0,0,0,1,0,0,0
59,0.847963406,0.56,0.529411765,0,0,1,0,0,0,0,0,0
26,0.368408309,0.02,0.294117647,0.375,0,0,0,0,0,1,0,0
5,0.893290661,0.98,0.294117647,0,1,0,0,0,0,0,0,0
32,0.983803047,0.49,0.058823529,0.75,0,0,0,0,1,0,0,0
98,0.574083822,0.41,0.352941176,0,0,1,0,0,0,0,0,0
31,0.992872709,0.3,0.176470588,0.625,0,0,0,0,0,0,0,0
59,0.572051965,0.57,0.235294118,0.5,0,0,0,0,0,0,0,0
80,0.934870035,0.34,0,0.125,0,0,1,0,0,0,0,0
12,0.45987872,0.03,0.058823529,0.125,0,0,0,0,0,0,0,1
80,0.504958573,0.23,0,0.125,0,1,0,0,0,0,0,0
59,0.511570004,0.87,0,0.5,0,0,1,0,0,0,0,0
56,0.546590586,0.17,0.058823529,0.125,0,0,0,0,0,0,0,0
18,0.680408898,0.11,0.058823529,0.25,1,0,0,0,0,0,0,0
66,0.795814164,0.19,0.058823529,0.375,0,0,0,0,0,0,0,0
67,0.93440155,0.62,0.117647059,0.25,0,1,0,0,0,0,0,0
39,0.737464074,0.51,0,0.75,0,0,0,0,0,0,1,0
23,0.355496015,0.97,0.411764706,0.625,0,0,0,0,1,0,0,0
47,0.701338078,0.61,0.058823529,0.625,0,0,0,1,0,0,0,0
41,0.463089686,0.05,0.529411765,0.75,0,0,0,0,0,1,0,0
40,0.865118385,0.23,0,0.5,0,0,0,0,1,0,0,0
36,0.290087065,0.53,0.470588235,0.25,0,0,0,0,0,0,0,0
12,0.355906598,0.4,0.058823529,0.125,0,0,1,0,0,0,0,0
60,0.975428216,0.47,0,0.125,0,0,1,0,0,0,0,0
24,0.814779917,0.84,0.176470588,0.5,0,0,0,1,0,0,0,0
17,0.577758009,0.96,0.529411765,0.25,0,0,0,0,0,0,0,0
92,0.603087791,0.51,0.058823529,0.25,0,0,0,1,0,0,0,0
32,0.687973091,0.93,0.058823529,0.125,0,0,0,0,0,0,0,0
39,0.610167707,0.24,0.764705882,0.625,1,0,0,0,0,0,0,0
50,0.367492394,0.53,0.529411765,0.125,0,0,0,0,0,0,0,0
85,0.621985114,0.74,0,0.375,0,1,0,0,0,0,0,0
65,0.297846021,0.65,0.117647059,0.25,0,0,0,0,1,0,0,0
17,0.978254919,0.36,0.235294118,0.25,0,0,0,0,0,0,0,0
31,0.904465874,0.22,0.588235294,0.375,0,0,1,0,0,0,0,0
24,0.410456168,0.95,0.647058824,0.25,0,0,0,0,0,0,0,0
97,0.349058292,0.75,0,0,0,0,1,0,0,0,0,0
92,0.430790529,0.11,0,0.375,0,0,1,0,0,0,0,0
80,0.293261183,0.05,0.294117647,0.625,0,0,0,0,0,0,0,0
33,0.833456157,0.45,0.117647059,0.5,0,0,0,0,1,0,0,0
8,0.390858749,0.45,0.058823529,0.625,0,0,0,0,0,0,1,0
67,0.629691431,0.03,0.235294118,0.375,0,0,0,0,1,0,0,0
8,0.682951351,0.06,0,0.125,0,0,0,0,0,0,0,0
61,0.531688547,0.6,0,0.625,0,0,0,0,0,0,1,0
83,0.460741996,0.49,0.529411765,0.75,0,0,0,0,0,0,0,0
8,0.798256604,0.98,0.470588235,0.625,0,0,0,0,1,0,0,0
69,0.324449662,0.67,0,0.5,0,0,0,0,0,0,0,0
14,0.866744923,0.59,0.058823529,0.625,0,0,1,0,0,0,0,0
80,0.661264173,0.62,0,0.375,0,0,0,1,0,0,0,0
85,0.547727584,0.22,0.470588235,0.375,0,0,0,0,0,0,0,0
88,0.439718067,0.56,0.058823529,0.5,0,0,0,0,0,0,0,0
76,0.875093434,0.13,0.411764706,0.25,0,0,0,1,0,0,0,0
32,0.531072673,0.6,0.235294118,0.375,0,0,1,0,0,0,0,0
99,0.294629791,0.83,0.058823529,0.75,0,0,1,0,0,0,0,0
85,0.706844094,0.39,0.117647059,0.5,0,0,0,0,0,0,0,0
25,0.561492625,0.22,0.058823529,0.75,0,0,0,0,0,0,1,0
99,0.767352375,0.94,0.058823529,0.5,0,0,0,1,0,0,0,0
41,0.627764852,0.91,0.058823529,0.5,0,0,0,0,1,0,0,0
1,0.790497647,0.59,0.117647059,0.125,0,0,0,0,0,0,0,0
45,0.291997852,0.51,0.058823529,0.25,0,0,0,0,1,0,0,0
55,0.523350564,0.82,0,0.5,0,0,0,0,1,0,0,0
20,0.769689536,0.25,0,0.25,0,0,0,0,0,0,0,1
33,0.443418573,0.31,0.058823529,0.125,0,0,0,0,0,0,0,0
92,0.300209502,0.75,0.058823529,0.5,0,0,1,0,0,0,0,0
93,0.467490288,0.52,0,0.375,0,1,0,0,0,0,0,0
60,0.881278491,0.38,0.294117647,0.125,0,0,0,0,0,0,0,0
38,0.536104941,0.17,0.176470588,0.125,1,0,0,0,0,0,0,0
15,0.600403213,0.87,0.117647059,0.5,0,0,0,0,0,0,0,0
74,0.776153579,0.16,0.058823529,0.5,0,0,0,0,0,0,0,0
47,0.437128239,0.76,0,0,0,0,0,1,0,0,0,0
96,0.88954278,0.81,0.529411765,0.5,1,0,0,0,0,0,0,0
97,0.388826892,0.65,0.235294118,0.5,0,0,0,0,1,0,0,0
35,0.872603619,0.51,0.058823529,0.375,0,0,0,0,1,0,0,0
19,0.938112584,0.38,0,0.25,0,0,0,0,0,0,0,1
60,0.855969764,0.98,0.058823529,0.625,0,1,0,0,0,0,0,0
37,0.525714045,0.53,0.647058824,0.25,0,0,1,0,0,0,0,0
49,0.750450062,0.77,0.058823529,0.75,0,0,0,0,0,0,0,0
1,0.586522366,0.8,0.470588235,0.5,0,0,1,0,0,0,0,0
43,0.988772148,0.38,0.058823529,0.375,0,0,0,0,0,0,0,0
46,0.904971207,0.5,0.058823529,0.625,0,0,0,0,0,0,0,0
65,0.606919894,0.87,0.352941176,0.25,0,0,0,0,0,0,0,0
75,0.495483592,0.27,0.352941176,0.75,0,0,0,0,1,0,0,0
40,0.907376799,0.39,0.294117647,0.625,0,0,1,0,0,0,0,0
28,0.771668755,0.31,0.058823529,0.375,0,1,0,0,0,0,0,0
78,0.337188247,0.44,0,0.25,1,0,0,0,0,0,0,0
22,0.861091518,0.49,0.529411765,0.5,0,0,0,0,0,0,0,0
6,0.490519755,0.83,0.058823529,0.25,0,0,1,0,0,0,0,0
46,0.788339457,0.01,0,0.625,0,0,1,0,0,0,0,0
17,0.614936781,0.84,0.058823529,0.25,1,0,0,0,0,0,0,0
46,0.575584027,0.37,0.058823529,0.125,0,0,1,0,0,0,0,0
72,0.587380378,0.99,0.411764706,0.375,0,0,0,0,0,0,0,0
38,0.877193721,0.66,0.470588235,0.625,0,0,0,0,0,0,0,0
50,0.954183204,0.56,0.058823529,0,0,0,0,0,0,0,0,0
47,0.343241707,0.81,0.058823529,0.125,0,0,0,0,1,0,0,0
72,0.590322886,0.21,0.470588235,0.375,0,0,0,0,0,1,0,0
8,0.55245981,0.57,0.058823529,0.625,1,0,0,0,0,0,0,0
34,0.731726447,0.24,0,0.375,0,0,0,0,0,0,0,0
53,0.357501553,0.82,0,0.625,0,0,0,0,1,0,0,0
82,0.526298336,0.88,0,0,0,0,0,1,0,0,0,0
63,0.690210239,0.4,0.529411765,0.625,0,0,0,0,0,0,0,0
58,0.911651068,0.37,0.529411765,0.375,1,0,0,0,0,0,0,0
23,0.645941024,0.21,0.058823529,0,0,0,0,0,0,0,0,1
80,0.293682293,0.3,0.058823529,0.625,0,0,0,0,0,0,0,0
45,0.388958489,0.45,0.058823529,0.375,1,0,0,0,0,0,0,0
30,0.414904145,0.46,0.058823529,0.375,0,0,0,0,0,0,0,0
84,0.802609831,0.12,0,0.75,0,0,0,0,0,0,0,0
45,0.801299125,0.87,0.235294118,0.375,0,0,0,0,0,0,0,0
85,0.619447924,0.18,0.058823529,0.25,0,0,1,0,0,0,0,0
23,0.771016034,0.87,0.058823529,0.375,0,0,0,0,0,0,0,0
79,0.34768442,0.75,0.058823529,0.75,0,0,0,0,1,0,0,0
47,0.854495878,0.72,0.058823529,0.5,0,0,1,0,0,0,0,0
93,0.873898533,0.71,0,0.25,1,0,0,0,0,0,0,0
95,0.354774864,0.81,0.117647059,0.5,0,0,1,0,0,0,0,0
44,0.388263657,0.7,0.058823529,0.625,0,0,1,0,0,0,0,0
95,0.882110183,0.66,0,0,0,0,1,0,0,0,0,0
28,0.685709623,0.45,0.470588235,0.375,0,1,0,0,0,0,0,0
91,0.499257793,0.95,0,0.5,0,1,0,0,0,0,0,0
81,0.817985619,0.01,0.529411765,0.5,0,1,0,0,0,0,0,0
90,0.726483624,0.16,0.470588235,0.75,0,0,0,0,0,0,0,0
79,0.780559445,0.77,0,0.375,0,0,1,0,0,0,0,0
6,0.53181488,0.28,0.058823529,0,0,0,0,0,0,0,0,0
38,0.278374936,0.24,0.058823529,0,0,0,0,0,0,0,1,0
87,0.806584059,0.15,0.470588235,0,0,0,0,0,1,0,0,0
93,0.3329982,0.13,0.058823529,0.75,0,1,0,0,0,0,0,0
44,0.474628107,0.84,0,0.25,0,1,0,0,0,0,0,0
10,0.853148326,0.78,0,0.25,0,0,0,0,0,0,0,0
84,0.282259678,0.27,0,0.25,0,0,0,0,0,0,0,0
7,0.910192974,0.94,0.176470588,0.375,0,0,0,1,0,0,0,0
41,0.496467938,0.86,0,0.625,0,0,0,0,0,0,0,0
87,0.744222894,0.03,0.411764706,0.5,0,0,0,0,0,0,0,0
33,0.35728047,0.55,0,0.125,0,0,0,0,0,0,0,0
34,0.929358754,0.62,0.058823529,0.125,0,0,0,0,1,0,0,0
53,0.712418541,0.56,0.588235294,0.125,0,0,0,0,1,0,0,0
47,0.679140303,0.57,0,0.25,0,0,0,0,1,0,0,0
53,0.567861918,0.03,0.058823529,0.625,1,0,0,0,0,0,0,0
92,0.418641498,0.04,0.058823529,0,0,0,0,0,0,0,0,0
89,0.333619337,0.59,0.705882353,0.75,0,0,0,0,0,0,0,0
27,0.822523082,0.54,0,0.375,0,0,1,0,0,0,0,0
70,0.35728047,0.41,0.529411765,0.25,0,0,1,0,0,0,0,0
86,0.842031015,0.57,0.294117647,0.625,0,1,0,0,0,0,0,0
99,0.545895754,0.5,0.058823529,0.125,0,0,1,0,0,0,0,0
96,0.340641351,0.84,0.117647059,0.75,0,0,1,0,0,0,0,0
65,0.475928285,0.55,0.058823529,0.5,0,0,0,0,0,0,0,0
82,0.900649563,0.34,0,0.5,0,0,0,1,0,0,0,0
36,0.985950709,0.85,0.352941176,0.75,0,1,0,0,0,0,0,0
30,0.735669092,0.46,0,0.625,0,0,0,0,0,0,1,0
96,0.480202554,0.56,0,0.5,0,0,0,0,1,0,0,0
69,0.757619464,0.3,0.529411765,0.75,0,1,0,0,0,0,0,0
34,0.486203375,0.14,0,0.625,0,0,0,0,1,0,0,0
74,0.921394507,0.25,0.235294118,0,0,0,0,0,0,0,0,0
97,0.775374525,0.93,0.058823529,0.5,0,0,0,0,0,0,1,0
56,0.627959616,0.49,0,0.75,0,1,0,0,0,0,0,0
30,0.664859402,0.44,0,0,0,0,0,0,0,0,0,0
13,0.529793551,0.49,0.058823529,0.25,0,0,0,1,0,0,0,0
95,0.887821491,0.16,0.647058824,0.5,0,1,0,0,0,0,0,0
2,0.554765389,0.42,0.058823529,0.75,0,0,0,1,0,0,0,0
78,0.922120922,0.43,0.529411765,0.375,0,0,0,1,0,0,0,0
54,0.868639919,0.12,0.058823529,0.125,0,0,1,0,0,0,0,0
85,0.359059661,0.26,0.411764706,0.375,0,0,0,0,1,0,0,0
13,0.339899144,0.71,0.058823529,0.125,0,0,0,0,0,0,0,0
85,0.487387748,0.99,0.470588235,0.125,0,0,0,0,0,0,0,0
41,0.367050228,0.97,0.058823529,0.375,0,0,0,0,0,0,0,0
25,0.825339257,0.57,0.117647059,0.375,0,0,0,0,0,0,0,1
74,0.299240949,0.41,0.294117647,0,0,0,0,0,0,0,0,0
8,0.781422721,0.55,0,0.625,0,0,0,0,1,0,0,0
62,0.792840073,0.32,0.588235294,0.625,0,0,0,0,0,0,0,0
52,0.527761694,0.1,0.058823529,0.625,0,0,0,0,0,0,0,0
36,0.578473896,0.56,0.294117647,0.125,0,0,0,0,1,0,0,0
11,0.803709981,0.24,0,0.25,0,0,0,0,0,0,1,0
84,0.704122669,0.83,0.058823529,0.25,0,0,0,0,0,0,0,0
99,0.303604704,0.99,0,0.5,0,0,0,0,0,0,1,0
51,0.591438828,0.27,0,0.625,0,0,0,0,0,0,0,0
